Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant`Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
"Rockford Oak 3"" Oak Chocolate","Rockford Oak 3"" Oak Chocolate","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Dark,7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_11,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_11,,,
"Rockford Oak 3"" Oak Butterscotch","Rockford Oak 3"" Oak Butterscotch","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Light,7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_22,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_22,,,
"Rockford Oak 3"" Oak Saddle","Rockford Oak 3"" Oak Saddle","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Medium,7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_40,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_40,,,
"Rockford Oak 3"" Oak Cherry","Rockford Oak 3"" Oak Cherry","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Dark,7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_42,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_42,,,
"Rockford Oak 3"" Oak Gunstock","Rockford Oak 3"" Oak Gunstock","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Medium,7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_50,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_50,,,
"Rockford Oak 3"" Oak Shale","Rockford Oak 3"" Oak Shale","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>3 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Dark,7,Engineered. More resistant to humidity, install on any level.,3 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_97,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC81_97,,,
American Vintique Treehouse Oak,American Vintique Treehouse Oak,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Oak. Open grain with a range in color,1290,Light,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_10,,,
American Vintique Ivory Coast Oak,American Vintique Ivory Coast Oak,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Oak. Open grain with a range in color,1290,Medium,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_86,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_86,,,
American Vintique Thunderstorm Gray Hickory,American Vintique Thunderstorm Gray Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_87,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_87,,,
American Vintique Southwest Hickory,American Vintique Southwest Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Medium,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_88,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_88,,,
American Vintique Weathered Hickory,American Vintique Weathered Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_89,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_89,,,
American Vintique Vintage Oak,American Vintique Vintage Oak,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Oak. Open grain with a range in color,1290,Dark,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_90,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_90,,,
American Vintique Gray Mist Hickory,American Vintique Gray Mist Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_91,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_91,,,
American Vintique Canyon Brown Hickory,American Vintique Canyon Brown Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark,8,Engineered. More resistant to humidity, install on any level.,5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Float,High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_92,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC92_92,,,
"Rockford Solid 5"" Red Oak Natural","Rockford Solid 5"" Red Oak Natural","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Light,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_10,,,
"Rockford Solid 5"" Red Oak Chocolate","Rockford Solid 5"" Red Oak Chocolate","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_11,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_11,,,
"Rockford Solid 5"" Red Oak Butterscotch","Rockford Solid 5"" Red Oak Butterscotch","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Medium,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_22,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_22,,,
"Rockford Solid 5"" Red Oak Saddle","Rockford Solid 5"" Red Oak Saddle","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_40,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_40,,,
"Rockford Solid 5"" Red Oak Cherry","Rockford Solid 5"" Red Oak Cherry","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_42,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_42,,,
"Rockford Solid 5"" Red Oak Gunstock","Rockford Solid 5"" Red Oak Gunstock","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Medium,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_50,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_50,,,
"Rockford Solid 5"" Oak Shale","Rockford Solid 5"" Oak Shale","<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Square</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark,7,Solid. Can be refinished, install above grade only.,5 inches,Eased/Square,Wood,Staple - Nail,Medium,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_97,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC58_97,,,
Weathered Vintage Umber Oak,Weathered Vintage Umber Oak,"<div><strong>Available Colors: </strong><span>7</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"7,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Dark,7,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM02_33,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM02_33,,,
